,Name,Household Income,Asian American,Black American,Hispanic American,White American,Other,state,Zip Code
16195,ZCTA5 08816,101245.0,11720.0,2615.0,3493.0,31432.0,542.0,34,08816
16196,ZCTA5 08817,84605.0,17980.0,3476.0,5344.0,19580.0,2482.0,34,08817
16197,ZCTA5 08820,116577.0,26148.0,1501.0,2027.0,10986.0,533.0,34,08820
16198,ZCTA5 08821,54868.0,0.0,44.0,43.0,302.0,0.0,34,08821
16199,ZCTA5 08822,104104.0,1741.0,499.0,2781.0,27292.0,576.0,34,08822
16200,ZCTA5 08823,101690.0,3318.0,2509.0,902.0,3034.0,324.0,34,08823
16201,ZCTA5 08824,122309.0,4061.0,1091.0,1024.0,7158.0,127.0,34,08824
16202,ZCTA5 08825,101618.0,93.0,10.0,92.0,4434.0,24.0,34,08825
16203,ZCTA5 08826,92361.0,133.0,91.0,246.0,5046.0,40.0,34,08826
16204,ZCTA5 08827,110395.0,93.0,23.0,170.0,3999.0,44.0,34,08827
16205,ZCTA5 08828,75096.0,225.0,86.0,218.0,1963.0,28.0,34,08828
16206,ZCTA5 08829,84634.0,98.0,56.0,191.0,3431.0,12.0,34,08829
16207,ZCTA5 08830,83329.0,9540.0,1827.0,1365.0,6773.0,269.0,34,08830
16208,ZCTA5 08831,73122.0,7961.0,2698.0,3137.0,37553.0,220.0,34,08831
16209,ZCTA5 08832,53813.0,147.0,313.0,1362.0,1465.0,282.0,34,08832
16210,ZCTA5 08833,133576.0,172.0,32.0,389.0,7790.0,7.0,34,08833
16211,ZCTA5 08835,65163.0,229.0,319.0,2547.0,9244.0,586.0,34,08835
16212,ZCTA5 08836,143500.0,695.0,86.0,369.0,3042.0,0.0,34,08836
16213,ZCTA5 08837,74764.0,5895.0,1760.0,2011.0,7956.0,501.0,34,08837
16214,ZCTA5 08840,111833.0,3195.0,1005.0,1162.0,11535.0,228.0,34,08840
16215,ZCTA5 08844,115286.0,6250.0,1972.0,2966.0,29998.0,458.0,34,08844
16216,ZCTA5 08846,82663.0,1128.0,1396.0,2819.0,9901.0,1060.0,34,08846
16217,ZCTA5 08848,95094.0,30.0,35.0,248.0,8237.0,4.0,34,08848
16218,ZCTA5 08850,108114.0,806.0,137.0,609.0,7654.0,26.0,34,08850
16219,ZCTA5 08852,101088.0,8283.0,1670.0,750.0,7293.0,317.0,34,08852
16220,ZCTA5 08853,122917.0,491.0,694.0,335.0,3990.0,72.0,34,08853
16221,ZCTA5 08854,89244.0,21266.0,11610.0,6388.0,21499.0,1288.0,34,08854
16222,ZCTA5 08857,88736.0,5439.0,2469.0,4868.0,31225.0,626.0,34,08857
16223,ZCTA5 08858,-666666666.0,0.0,0.0,0.0,144.0,0.0,34,08858
16224,ZCTA5 08859,78787.0,3847.0,2166.0,2878.0,14872.0,360.0,34,08859
16225,ZCTA5 08861,50067.0,1265.0,3963.0,43604.0,43498.0,4654.0,34,08861
16226,ZCTA5 08863,80420.0,2289.0,1389.0,2830.0,7964.0,709.0,34,08863
16227,ZCTA5 08865,57756.0,579.0,2165.0,2686.0,25097.0,655.0,34,08865
16228,ZCTA5 08867,123241.0,190.0,5.0,162.0,4921.0,2.0,34,08867
16229,ZCTA5 08869,72981.0,1208.0,198.0,1419.0,5798.0,148.0,34,08869
16230,ZCTA5 08872,74352.0,3087.0,3392.0,2285.0,13444.0,134.0,34,08872
16231,ZCTA5 08873,87213.0,10383.0,14677.0,7227.0,24845.0,1615.0,34,08873
16232,ZCTA5 08876,86395.0,2171.0,1594.0,3247.0,17631.0,607.0,34,08876
16233,ZCTA5 08879,71242.0,2446.0,1522.0,2970.0,18483.0,327.0,34,08879
16234,ZCTA5 08880,77713.0,481.0,387.0,1404.0,3232.0,136.0,34,08880
16235,ZCTA5 08882,64951.0,877.0,1211.0,3990.0,12688.0,855.0,34,08882
16236,ZCTA5 08884,74668.0,195.0,235.0,919.0,7736.0,90.0,34,08884
16237,ZCTA5 08886,106429.0,422.0,451.0,321.0,6030.0,77.0,34,08886
16238,ZCTA5 08887,82692.0,48.0,3.0,30.0,1051.0,14.0,34,08887
16239,ZCTA5 08889,130814.0,405.0,8.0,517.0,9385.0,0.0,34,08889
16240,ZCTA5 08890,-666666666.0,0.0,0.0,0.0,0.0,0.0,34,08890
16241,ZCTA5 08901,40428.0,5230.0,7672.0,31731.0,38777.0,4544.0,34,08901
16242,ZCTA5 08902,83057.0,10574.0,7374.0,7974.0,21311.0,1659.0,34,08902
16243,ZCTA5 08904,67829.0,2155.0,1007.0,2012.0,10058.0,679.0,34,08904
29809,ZCTA5 07001,64821.0,3580.0,4673.0,3081.0,8926.0,643.0,34,07001
29810,ZCTA5 07002,54862.0,6499.0,6966.0,17089.0,44350.0,5450.0,34,07002
29811,ZCTA5 07003,72881.0,4372.0,8675.0,13348.0,30125.0,3441.0,34,07003
29812,ZCTA5 07004,100313.0,250.0,0.0,313.0,7155.0,19.0,34,07004
29813,ZCTA5 07005,104838.0,1229.0,384.0,1473.0,13344.0,256.0,34,07005
29814,ZCTA5 07006,106519.0,1461.0,428.0,1690.0,22727.0,383.0,34,07006
29815,ZCTA5 07008,67776.0,4973.0,3935.0,7677.0,13558.0,923.0,34,07008
29816,ZCTA5 07009,110125.0,964.0,742.0,572.0,10740.0,8.0,34,07009
29817,ZCTA5 07010,60616.0,3366.0,679.0,7400.0,17275.0,2552.0,34,07010
29818,ZCTA5 07011,55432.0,2034.0,3078.0,22005.0,26816.0,8278.0,34,07011
29819,ZCTA5 07012,83472.0,1656.0,394.0,1894.0,8636.0,408.0,34,07012
29820,ZCTA5 07013,86002.0,3527.0,1317.0,5330.0,19224.0,1660.0,34,07013
29821,ZCTA5 07014,100449.0,763.0,616.0,1092.0,3572.0,197.0,34,07014
29822,ZCTA5 07016,116851.0,789.0,725.0,1963.0,20970.0,608.0,34,07016
29823,ZCTA5 07017,39031.0,303.0,31691.0,3364.0,1180.0,2385.0,34,07017
29824,ZCTA5 07018,38143.0,202.0,25642.0,1848.0,968.0,1164.0,34,07018
29825,ZCTA5 07020,102355.0,4106.0,520.0,1560.0,6749.0,207.0,34,07020
29826,ZCTA5 07021,173750.0,88.0,9.0,111.0,1987.0,0.0,34,07021
29827,ZCTA5 07022,54177.0,739.0,478.0,8426.0,10759.0,1780.0,34,07022
29828,ZCTA5 07023,119383.0,560.0,568.0,687.0,6104.0,22.0,34,07023
29829,ZCTA5 07024,75498.0,15201.0,904.0,4181.0,18496.0,1003.0,34,07024
29830,ZCTA5 07026,48263.0,796.0,1569.0,11328.0,26448.0,1717.0,34,07026
29831,ZCTA5 07027,74521.0,52.0,76.0,763.0,3861.0,273.0,34,07027
29832,ZCTA5 07028,170429.0,206.0,618.0,980.0,6542.0,67.0,34,07028
29833,ZCTA5 07029,58320.0,3262.0,453.0,8612.0,9047.0,4439.0,34,07029
29834,ZCTA5 07030,118479.0,4644.0,1471.0,8145.0,44709.0,762.0,34,07030
29835,ZCTA5 07031,76698.0,1528.0,242.0,4193.0,12871.0,773.0,34,07031
29836,ZCTA5 07032,61510.0,1952.0,1720.0,19310.0,28114.0,8500.0,34,07032
29837,ZCTA5 07033,101250.0,370.0,421.0,1666.0,6326.0,645.0,34,07033
29838,ZCTA5 07034,86948.0,2644.0,269.0,1381.0,6058.0,228.0,34,07034
29839,ZCTA5 07035,84736.0,597.0,246.0,1025.0,9614.0,156.0,34,07035
29840,ZCTA5 07036,63861.0,1387.0,12448.0,12902.0,24358.0,3490.0,34,07036
29841,ZCTA5 07039,145916.0,6655.0,460.0,1116.0,21789.0,166.0,34,07039
29842,ZCTA5 07040,115738.0,737.0,8125.0,1738.0,14327.0,300.0,34,07040
29843,ZCTA5 07041,101990.0,1333.0,634.0,543.0,5251.0,63.0,34,07041
29844,ZCTA5 07042,85917.0,992.0,8716.0,2704.0,13844.0,826.0,34,07042
29845,ZCTA5 07043,188188.0,433.0,790.0,894.0,11147.0,162.0,34,07043
29846,ZCTA5 07044,104786.0,753.0,360.0,874.0,12352.0,70.0,34,07044
29847,ZCTA5 07045,139969.0,1647.0,169.0,382.0,8638.0,0.0,34,07045
29848,ZCTA5 07046,162206.0,598.0,23.0,91.0,3599.0,10.0,34,07046
29849,ZCTA5 07047,56129.0,4025.0,2264.0,46910.0,43538.0,11290.0,34,07047
29850,ZCTA5 07050,35742.0,421.0,22102.0,6894.0,3314.0,4009.0,34,07050
29851,ZCTA5 07052,92479.0,3349.0,12989.0,8963.0,27262.0,1477.0,34,07052
29852,ZCTA5 07054,83936.0,11043.0,1458.0,2973.0,16013.0,378.0,34,07054
29853,ZCTA5 07055,33904.0,2244.0,8345.0,50864.0,37510.0,18279.0,34,07055
29854,ZCTA5 07057,57813.0,609.0,356.0,1765.0,10326.0,136.0,34,07057
29855,ZCTA5 07058,111531.0,1661.0,13.0,29.0,3625.0,0.0,34,07058
29856,ZCTA5 07059,139181.0,2863.0,161.0,945.0,12270.0,323.0,34,07059
29857,ZCTA5 07060,57470.0,1055.0,12717.0,22124.0,14627.0,15876.0,34,07060
29858,ZCTA5 07062,66774.0,311.0,7318.0,3188.0,2656.0,2337.0,34,07062
29859,ZCTA5 07063,75015.0,239.0,5199.0,5706.0,3017.0,5030.0,34,07063
29860,ZCTA5 07064,77094.0,395.0,286.0,1005.0,3123.0,71.0,34,07064
29861,ZCTA5 07065,66439.0,1167.0,8711.0,9156.0,14477.0,3496.0,34,07065
29862,ZCTA5 07066,85273.0,347.0,164.0,1837.0,14525.0,131.0,34,07066
29863,ZCTA5 07067,100907.0,2426.0,638.0,2110.0,14128.0,544.0,34,07067
29864,ZCTA5 07068,96250.0,543.0,50.0,681.0,5053.0,62.0,34,07068
29865,ZCTA5 07069,122917.0,839.0,175.0,565.0,5111.0,17.0,34,07069
29866,ZCTA5 07070,87587.0,3075.0,393.0,3136.0,14071.0,265.0,34,07070
29867,ZCTA5 07071,70099.0,1606.0,279.0,4467.0,18627.0,779.0,34,07071
29868,ZCTA5 07072,84268.0,444.0,0.0,1564.0,5348.0,301.0,34,07072
29869,ZCTA5 07073,76771.0,1584.0,444.0,2231.0,6510.0,332.0,34,07073
29870,ZCTA5 07074,53462.0,204.0,15.0,825.0,1925.0,399.0,34,07074
29871,ZCTA5 07075,100169.0,1084.0,108.0,770.0,6641.0,117.0,34,07075
29872,ZCTA5 07076,110591.0,1983.0,2804.0,1974.0,18405.0,244.0,34,07076
29873,ZCTA5 07077,78857.0,191.0,295.0,271.0,1830.0,40.0,34,07077
29874,ZCTA5 07078,250001.0,2481.0,47.0,415.0,9952.0,9.0,34,07078
29875,ZCTA5 07079,115770.0,884.0,4493.0,947.0,10261.0,80.0,34,07079
29876,ZCTA5 07080,91691.0,3921.0,2530.0,3852.0,15295.0,1592.0,34,07080
29877,ZCTA5 07081,101416.0,1806.0,1039.0,1374.0,13500.0,824.0,34,07081
29878,ZCTA5 07082,122458.0,890.0,5.0,269.0,3804.0,63.0,34,07082
29879,ZCTA5 07083,80474.0,5917.0,14273.0,9673.0,28256.0,4808.0,34,07083
29880,ZCTA5 07086,83447.0,1567.0,619.0,5162.0,10360.0,537.0,34,07086
29881,ZCTA5 07087,42546.0,2668.0,3732.0,56433.0,47560.0,12710.0,34,07087
29882,ZCTA5 07088,51802.0,31.0,2830.0,311.0,415.0,149.0,34,07088
29883,ZCTA5 07090,149988.0,1948.0,998.0,2676.0,26138.0,875.0,34,07090
29884,ZCTA5 07092,122500.0,418.0,71.0,92.0,6146.0,75.0,34,07092
29885,ZCTA5 07093,50972.0,4063.0,2446.0,48856.0,39383.0,15107.0,34,07093
29886,ZCTA5 07094,94160.0,5150.0,522.0,3827.0,11596.0,611.0,34,07094
29887,ZCTA5 07095,80523.0,4679.0,2357.0,4365.0,11139.0,798.0,34,07095
29888,ZCTA5 07102,23797.0,727.0,6245.0,3396.0,3504.0,1813.0,34,07102
29889,ZCTA5 07103,27652.0,516.0,25654.0,5040.0,2287.0,2788.0,34,07103
29890,ZCTA5 07104,33204.0,1062.0,13744.0,32028.0,17391.0,14327.0,34,07104
29891,ZCTA5 07105,44096.0,229.0,5212.0,26976.0,28615.0,18329.0,34,07105
29892,ZCTA5 07106,35217.0,1354.0,26230.0,3520.0,1332.0,2751.0,34,07106
29893,ZCTA5 07107,30685.0,654.0,14469.0,21842.0,9859.0,12344.0,34,07107
29894,ZCTA5 07108,25323.0,57.0,18039.0,2671.0,1224.0,1501.0,34,07108
29895,ZCTA5 07109,64869.0,4163.0,3659.0,16206.0,21057.0,5727.0,34,07109
29896,ZCTA5 07110,89452.0,3081.0,817.0,4108.0,22912.0,799.0,34,07110
29897,ZCTA5 07111,37538.0,1137.0,46497.0,5279.0,3356.0,2561.0,34,07111
29898,ZCTA5 07112,34625.0,244.0,23407.0,1260.0,371.0,1035.0,34,07112
29899,ZCTA5 07114,22196.0,71.0,7831.0,4239.0,3643.0,1814.0,34,07114
29900,ZCTA5 07201,43130.0,153.0,7403.0,15730.0,13573.0,4434.0,34,07201
29901,ZCTA5 07202,42503.0,850.0,6377.0,26101.0,19439.0,13263.0,34,07202
29902,ZCTA5 07203,46118.0,489.0,11669.0,5954.0,5394.0,3377.0,34,07203
29903,ZCTA5 07204,66168.0,995.0,1012.0,3769.0,8712.0,2339.0,34,07204
29904,ZCTA5 07205,61955.0,654.0,11937.0,3791.0,6295.0,2139.0,34,07205
29905,ZCTA5 07206,44058.0,162.0,5952.0,19636.0,10831.0,10355.0,34,07206
29906,ZCTA5 07208,46558.0,992.0,5505.0,19337.0,18633.0,5045.0,34,07208
29907,ZCTA5 07302,108888.0,11540.0,3356.0,7585.0,23110.0,1035.0,34,07302
29908,ZCTA5 07304,45088.0,6918.0,17058.0,12670.0,10975.0,6596.0,34,07304
29909,ZCTA5 07305,46652.0,9989.0,32666.0,14420.0,13178.0,6024.0,34,07305
29910,ZCTA5 07306,49540.0,19325.0,7681.0,15014.0,24098.0,2080.0,34,07306
29911,ZCTA5 07307,56983.0,9024.0,3121.0,22234.0,17371.0,13692.0,34,07307
29912,ZCTA5 07310,134951.0,8551.0,1084.0,1491.0,3212.0,319.0,34,07310
29913,ZCTA5 07311,201920.0,103.0,13.0,59.0,273.0,0.0,34,07311
29914,ZCTA5 07401,151641.0,759.0,75.0,134.0,5801.0,0.0,34,07401
29915,ZCTA5 07403,77540.0,267.0,96.0,1458.0,7258.0,158.0,34,07403
29916,ZCTA5 07405,110890.0,878.0,39.0,2326.0,16234.0,198.0,34,07405
29917,ZCTA5 07407,73837.0,1599.0,1176.0,5987.0,15301.0,1204.0,34,07407
29918,ZCTA5 07410,102716.0,4110.0,499.0,4985.0,27297.0,804.0,34,07410
29919,ZCTA5 07416,57875.0,59.0,185.0,439.0,5247.0,6.0,34,07416
29920,ZCTA5 07417,160000.0,794.0,206.0,715.0,9476.0,80.0,34,07417
29921,ZCTA5 07418,99688.0,24.0,35.0,86.0,1976.0,16.0,34,07418
29922,ZCTA5 07419,85458.0,203.0,191.0,365.0,8189.0,39.0,34,07419
29923,ZCTA5 07420,76627.0,452.0,276.0,782.0,3944.0,165.0,34,07420
29924,ZCTA5 07421,94375.0,148.0,86.0,362.0,6547.0,215.0,34,07421
29925,ZCTA5 07422,88000.0,31.0,53.0,493.0,5966.0,71.0,34,07422
29926,ZCTA5 07423,163988.0,213.0,1.0,362.0,3784.0,54.0,34,07423
29927,ZCTA5 07424,75125.0,1887.0,1072.0,4979.0,22106.0,964.0,34,07424
29928,ZCTA5 07430,106875.0,3157.0,1004.0,2105.0,21157.0,626.0,34,07430
29929,ZCTA5 07432,99436.0,105.0,4.0,793.0,6921.0,72.0,34,07432
29930,ZCTA5 07435,124853.0,124.0,0.0,81.0,2535.0,14.0,34,07435
29931,ZCTA5 07436,112917.0,516.0,126.0,912.0,12161.0,19.0,34,07436
29932,ZCTA5 07438,101299.0,113.0,85.0,814.0,11016.0,73.0,34,07438
29933,ZCTA5 07439,81932.0,51.0,5.0,173.0,2353.0,17.0,34,07439
29934,ZCTA5 07440,95795.0,92.0,20.0,358.0,4201.0,50.0,34,07440
29935,ZCTA5 07442,91604.0,629.0,22.0,2085.0,10001.0,263.0,34,07442
29936,ZCTA5 07444,81738.0,137.0,15.0,874.0,10496.0,173.0,34,07444
29937,ZCTA5 07446,133413.0,1382.0,17.0,585.0,13473.0,17.0,34,07446
29938,ZCTA5 07450,144918.0,3805.0,436.0,2085.0,20173.0,222.0,34,07450
29939,ZCTA5 07452,159247.0,1257.0,86.0,819.0,10346.0,11.0,34,07452
29940,ZCTA5 07456,114563.0,463.0,117.0,722.0,11167.0,72.0,34,07456
29941,ZCTA5 07457,97045.0,205.0,0.0,464.0,3856.0,121.0,34,07457
29942,ZCTA5 07458,166398.0,1729.0,380.0,882.0,9175.0,59.0,34,07458
29943,ZCTA5 07460,95156.0,20.0,7.0,13.0,3470.0,0.0,34,07460
29944,ZCTA5 07461,84596.0,400.0,395.0,1116.0,17827.0,82.0,34,07461
29945,ZCTA5 07462,86003.0,38.0,146.0,1032.0,6289.0,152.0,34,07462
29946,ZCTA5 07463,110089.0,613.0,186.0,662.0,8880.0,127.0,34,07463
29947,ZCTA5 07465,84308.0,260.0,157.0,417.0,6250.0,21.0,34,07465
29948,ZCTA5 07470,107320.0,4461.0,1317.0,6593.0,47727.0,728.0,34,07470
29949,ZCTA5 07480,105938.0,325.0,161.0,1728.0,15704.0,46.0,34,07480
29950,ZCTA5 07481,143750.0,857.0,66.0,799.0,15911.0,67.0,34,07481
29951,ZCTA5 07495,-666666666.0,0.0,0.0,0.0,0.0,0.0,34,07495
29952,ZCTA5 07501,25379.0,676.0,9226.0,20727.0,8825.0,11691.0,34,07501
29953,ZCTA5 07502,54840.0,2562.0,3603.0,9684.0,6965.0,2480.0,34,07502
29954,ZCTA5 07503,34867.0,606.0,1055.0,11533.0,9890.0,5781.0,34,07503
